# EUR/USD-Wochenkurse aus den offiziellen EZB-Referenzkursen (Euro foreign
# exchange reference rates, taeglich veroeffentlicht seit 1999). Wird NUR
# gelesen, von keinem Skript geschrieben - ueberlebt damit jeden Lauf von
# scripts/backfill_history.py, der price_history.csv komplett neu aufbaut.
#
# Zweck: Alpha Vantages FX_WEEKLY liefert USD/EUR erst ab 2014-11-21. Fuer
# alles davor bleiben die neun USD-Ticker und BTC-EUR sonst leer (#61) - der
# Backfill rechnet sie bewusst nicht mehr mit einem spaeteren Kurs um. Diese
# Datei schliesst genau diese Luecke, in TAEGLICHER Aufloesung, damit jeder
# Wochenschlusskurs mit dem Kurs SEINES Handelstags umgerechnet wird statt
# mit dem einer benachbarten Woche.
#
# Abdeckung: 2006-01-02 bis 2014-11-14 (2272 Handelstage), also bis einschliesslich
# ISO-KW 46/2014. Ab KW 47/2014 uebernimmt FX_WEEKLY - dort steht bewusst
# kein Eintrag, damit die API-Daten unangetastet bleiben.
#
# Spalten:
#   Date         ISO-Datum des EZB-Handelstags
#   EUR_pro_USD  Wie viele EUR ein USD kostet, also 1/(EUR/USD).
#                Die EZB veroeffentlicht USD je EUR - hier ist der Kehrwert
#                eingetragen, gerundet auf 6 Nachkommastellen.
#
# Quelle: European Central Bank, "Euro foreign exchange reference rates"
#   https://www.ecb.europa.eu/stats/eurofxref/eurofxref-hist.zip
# Erhoben am 2026-08-22 aus der in currencyconverter 0.18.21 (PyPI)
# gebuendelten Kopie dieser Datei, da der Direktabruf hier nicht moeglich war.
# Zur Kontrolle: 2008-07-15 = 1,5990 USD/EUR (historisches Hoch),
# 2011-05-04 = 1,4882, 2014-11-14 = 0.804117 EUR_pro_USD.
#
# Zeilen mit fuehrendem # werden uebersprungen.
Date,EUR_pro_USD
2013-05-13,0.770832
2013-05-14,0.770594
2013-05-15,0.777363
2013-05-16,0.775795
2013-05-17,0.777061
2013-05-20,0.778028
2013-05-21,0.777242
2013-05-22,0.773814
2013-05-23,0.775916
2013-05-24,0.772857
2013-05-27,0.772857
2013-05-28,0.772917
2013-05-29,0.772082
2013-05-30,0.772559
2013-05-31,0.768876
2013-06-03,0.768758
2013-06-04,0.763825
2013-06-05,0.765287
2013-06-06,0.762311
2013-06-07,0.754148
2013-06-10,0.757060
2013-06-11,0.753409
2013-06-12,0.753182
2013-06-13,0.751033
2013-06-14,0.751710
2013-06-17,0.749794
2013-06-18,0.747719
2013-06-19,0.745935
2013-06-20,0.757576
2013-06-21,0.758725
2013-06-24,0.764175
2013-06-25,0.761383
2013-06-26,0.767813
2013-06-27,0.767342
2013-06-28,0.764526
2013-07-01,0.767048
2013-07-02,0.768226
2013-07-03,0.771664
2013-07-04,0.770179
2013-07-05,0.776217
2013-07-08,0.778210
2013-07-09,0.777786
2013-07-10,0.780457
2013-07-11,0.766636
2013-07-12,0.767224
2013-07-15,0.768521
2013-07-16,0.762311
2013-07-17,0.761267
2013-07-18,0.763767
2013-07-19,0.762021
2013-07-22,0.759532
2013-07-23,0.758725
2013-07-24,0.754945
2013-07-25,0.757461
2013-07-26,0.754148
2013-07-29,0.753580
2013-07-30,0.752785
2013-07-31,0.753296
2013-08-01,0.755515
2013-08-02,0.757404
2013-08-05,0.754318
2013-08-06,0.753012
2013-08-07,0.751597
2013-08-08,0.748503
2013-08-09,0.747775
2013-08-12,0.753012
2013-08-13,0.752445
2013-08-14,0.755116
2013-08-15,0.752049
2013-08-16,0.749625
2013-08-19,0.749400
2013-08-20,0.746714
2013-08-21,0.747161
2013-08-22,0.750582
2013-08-23,0.748783
2013-08-26,0.748447
2013-08-27,0.749738
2013-08-28,0.749232
2013-08-29,0.753807
2013-08-30,0.755572
2013-09-02,0.757174
2013-09-03,0.759186
2013-09-04,0.759244
2013-09-05,0.757461
2013-09-06,0.762369
2013-09-09,0.757920
2013-09-10,0.755287
2013-09-11,0.753693
2013-09-12,0.752445
2013-09-13,0.752162
2013-09-16,0.748671
2013-09-17,0.748727
2013-09-18,0.748951
2013-09-19,0.738280
2013-09-20,0.739973
2013-09-23,0.740302
2013-09-24,0.742225
2013-09-25,0.740521
2013-09-26,0.740796
2013-09-27,0.738716
2013-09-30,0.740466
2013-10-01,0.737790
2013-10-02,0.739919
2013-10-03,0.735619
2013-10-04,0.735673
2013-10-07,0.736811
2013-10-08,0.736594
2013-10-09,0.739919
2013-10-10,0.738989
2013-10-11,0.737137
2013-10-14,0.737246
2013-10-15,0.741125
2013-10-16,0.737409
2013-10-17,0.731957
2013-10-18,0.730780
2013-10-21,0.731689
2013-10-22,0.731315
2013-10-23,0.727167
2013-10-24,0.724375
2013-10-25,0.725847
2013-10-28,0.725479
2013-10-29,0.726322
2013-10-30,0.727008
2013-10-31,0.733084
2013-11-01,0.740466
2013-11-04,0.740412
2013-11-05,0.741070
2013-11-06,0.739809
2013-11-07,0.748223
2013-11-08,0.744546
2013-11-11,0.746603
2013-11-12,0.744491
2013-11-13,0.745434
2013-11-14,0.744269
2013-11-15,0.742942
2013-11-18,0.739809
2013-11-19,0.740631
2013-11-20,0.739262
2013-11-21,0.742280
2013-11-22,0.739754
2013-11-25,0.739973
2013-11-26,0.738171
2013-11-27,0.735510
2013-11-28,0.735727
2013-11-29,0.734700
2013-12-02,0.738771
2013-12-03,0.736485
2013-12-04,0.735727
2013-12-05,0.735619
2013-12-06,0.732011
2013-12-09,0.728757
2013-12-10,0.727273
2013-12-11,0.726375
2013-12-12,0.725953
2013-12-13,0.728491
2013-12-16,0.725900
2013-12-17,0.727326
2013-12-18,0.727326
2013-12-19,0.731689
2013-12-20,0.732332
2013-12-23,0.729820
2013-12-24,0.730780
2013-12-27,0.723903
2013-12-30,0.725531
2013-12-31,0.725111
2014-01-02,0.732172
2014-01-03,0.733460
2014-01-06,0.735186
2014-01-07,0.733084
2014-01-08,0.735619
2014-01-09,0.734646
2014-01-10,0.735998
2014-01-13,0.732386
2014-01-14,0.731689
2014-01-15,0.734970
2014-01-16,0.735456
2014-01-17,0.736160
2014-01-20,0.737137
2014-01-21,0.739317
2014-01-22,0.737137
2014-01-23,0.733192
2014-01-24,0.730620
2014-01-27,0.732172
2014-01-28,0.732654
2014-01-29,0.734862
2014-01-30,0.736703
2014-01-31,0.739864
2014-02-03,0.740850
2014-02-04,0.739700
2014-02-05,0.738389
2014-02-06,0.741015
2014-02-07,0.736703
2014-02-10,0.733245
2014-02-11,0.731208
2014-02-12,0.736757
2014-02-13,0.731261
2014-02-14,0.729554
2014-02-17,0.729980
2014-02-18,0.728279
2014-02-19,0.727537
2014-02-20,0.729607
2014-02-21,0.729554
2014-02-24,0.728067
2014-02-25,0.727061
2014-02-26,0.728544
2014-02-27,0.732279
2014-02-28,0.723956
2014-03-03,0.726322
2014-03-04,0.726322
2014-03-05,0.728226
2014-03-06,0.727537
2014-03-07,0.719735
2014-03-10,0.720409
2014-03-11,0.722022
2014-03-12,0.720098
2014-03-13,0.717257
2014-03-14,0.720254
2014-03-17,0.719114
2014-03-18,0.719321
2014-03-19,0.718752
2014-03-20,0.726639
2014-03-21,0.725689
2014-03-24,0.726006
2014-03-25,0.725216
2014-03-26,0.725111
2014-03-27,0.726850
2014-03-28,0.726797
2014-03-31,0.725268
2014-04-01,0.725163
2014-04-02,0.724900
2014-04-03,0.726164
2014-04-04,0.729927
2014-04-07,0.728704
2014-04-08,0.726006
2014-04-09,0.724953
2014-04-10,0.721137
2014-04-11,0.720877
2014-04-14,0.723223
2014-04-15,0.724480
2014-04-16,0.722543
2014-04-17,0.721761
2014-04-22,0.723746
2014-04-23,0.722857
2014-04-24,0.723589
2014-04-25,0.723014
2014-04-28,0.721449
2014-04-29,0.723275
2014-04-30,0.722022
2014-05-02,0.721397
2014-05-05,0.720773
2014-05-06,0.717103
2014-05-07,0.718030
2014-05-08,0.716692
2014-05-09,0.725637
2014-05-12,0.726480
2014-05-13,0.729767
2014-05-14,0.728916
2014-05-15,0.732118
2014-05-16,0.730140
2014-05-19,0.729129
2014-05-20,0.729820
2014-05-21,0.731208
2014-05-22,0.731636
2014-05-23,0.733676
2014-05-26,0.733407
2014-05-27,0.733245
2014-05-28,0.734862
2014-05-29,0.734646
2014-05-30,0.734916
2014-06-02,0.734700
2014-06-03,0.732869
2014-06-04,0.733837
2014-06-05,0.737083
2014-06-06,0.733030
2014-06-09,0.734862
2014-06-10,0.738171
2014-06-11,0.738171
2014-06-12,0.739208
2014-06-13,0.738880
2014-06-16,0.738989
2014-06-17,0.737028
2014-06-18,0.737300
2014-06-19,0.734214
2014-06-20,0.735943
2014-06-23,0.735510
2014-06-24,0.734322
2014-06-25,0.734484
2014-06-26,0.734970
2014-06-27,0.734214
2014-06-30,0.732172
2014-07-01,0.730567
2014-07-02,0.732279
2014-07-03,0.732815
2014-07-04,0.735943
2014-07-07,0.735727
2014-07-08,0.735889
2014-07-09,0.735132
2014-07-10,0.735078
2014-07-11,0.735565
2014-07-14,0.733837
2014-07-15,0.734592
2014-07-16,0.738989
2014-07-17,0.739372
2014-07-18,0.739372
2014-07-21,0.739754
2014-07-22,0.741785
2014-07-23,0.742666
2014-07-24,0.742280
2014-07-25,0.744048
2014-07-28,0.744435
2014-07-29,0.744657
2014-07-30,0.746213
2014-07-31,0.747440
2014-08-01,0.746547
2014-08-04,0.745045
2014-08-05,0.747272
2014-08-06,0.749344
2014-08-07,0.748055
2014-08-08,0.746938
2014-08-11,0.747049
2014-08-12,0.749288
2014-08-13,0.748503
2014-08-14,0.747775
2014-08-15,0.746938
2014-08-18,0.747217
2014-08-19,0.748839
2014-08-20,0.752785
2014-08-21,0.754034
2014-08-22,0.753750
2014-08-25,0.757576
2014-08-26,0.758035
2014-08-27,0.758898
2014-08-28,0.758840
2014-08-29,0.758265
2014-09-01,0.761441
2014-09-02,0.762486
2014-09-03,0.760398
2014-09-04,0.768344
2014-09-05,0.772320
2014-09-08,0.772380
2014-09-09,0.775074
2014-09-10,0.773455
2014-09-11,0.773515
2014-09-12,0.773335
2014-09-15,0.774533
2014-09-16,0.772260
2014-09-17,0.771843
2014-09-18,0.776880
2014-09-19,0.778089
2014-09-22,0.778513
2014-09-23,0.775675
2014-09-24,0.779666
2014-09-25,0.786658
2014-09-26,0.785423
2014-09-29,0.787340
2014-09-30,0.794723
2014-10-01,0.793462
2014-10-02,0.791703
2014-10-03,0.792644
2014-10-06,0.795862
2014-10-07,0.793210
2014-10-08,0.790826
2014-10-09,0.783515
2014-10-10,0.791264
2014-10-13,0.788706
2014-10-14,0.790764
2014-10-15,0.789515
2014-10-16,0.784375
2014-10-17,0.779849
2014-10-20,0.782901
2014-10-21,0.783576
2014-10-22,0.787836
2014-10-23,0.789328
2014-10-24,0.789952
2014-10-27,0.788706
2014-10-28,0.784437
2014-10-29,0.785114
2014-10-30,0.793777
2014-10-31,0.798467
2014-11-03,0.800448
2014-11-04,0.799105
2014-11-05,0.801282
2014-11-06,0.798913
2014-11-07,0.806907
2014-11-10,0.800897
2014-11-11,0.804894
2014-11-12,0.802118
2014-11-13,0.802826
2014-11-14,0.804117
